Gene	a.0	a.2	a.8	a.16	b.0	b.2	b.8	b.16
Gene7464	240794.2739	256172.1536	193621.6625	168175.7798	256210.9869	205499.2666	195074.2526	164222.4403
Gene11610	224184.7014	234559.1364	195565.9397	190883.1204	226225.9869	202708.5668	199812.7563	196626.1856
Gene11617	207934.3356	232553.8505	199994.0135	199797.0669	211227.0194	205583.4246	203393.5593	202312.9754
Gene2449	278176.4967	163662.3617	195741.3968	183136.8233	247463.4289	165279.1379	233495.1033	192793.1651
Gene12740	222409.9322	134735.5875	223707.8417	189462.6761	225810.3081	246233.2227	221186.6239	192639.2144
Gene12956	224007.4465	183646.6679	205548.5459	221669.5144	216331.4977	169560.6224	224120.1316	210155.9604
Gene13331	173178.6076	191008.989	207130.3617	248285.7746	183123.2954	184997.6335	207201.9904	253945.3758
Gene6778	228500.6092	180862.3064	182792.8835	175520.446	237690.2897	242493.5535	194552.1655	202143.6303
Gene7139	233822.3009	137742.2786	181819.4303	228956.0667	222246.4605	193540.9524	190803.777	231256.1531
Gene11535	184270.1918	188564.2953	210989.3834	221666.6311	173963.245	182038.1902	214674.9468	226010.8005
Gene10227	216915.988	165517.6255	194170.0756	196668.4487	218021.2352	212981.0695	201476.5461	195723.5353
Gene6603	256594.3298	282548.4302	196840.8613	118699.6449	134442.6989	260151.8505	209494.4671	138675.516
Gene11852	217686.9418	233320.5793	194216.6938	172312.406	196175.6017	194058.7671	195931.9493	192958.5961
Gene6671	193413.904	200625.0566	206196.4095	198254.801	208715.9336	200021.5046	197870.3948	190265.425
Gene12734	241567.7568	106802.0979	222372.2048	148237.793	235356.0732	264361.1203	206187.8122	157419.3799
Gene3427	269162.6855	247646.7268	195329.9813	119628.9255	219633.7973	188898.151	215227.4524	125534.6493
Gene11606	230765.1991	207946.8176	190955.6756	164901.3173	175817.3289	210856.0883	198084.1761	200628.4659
Gene2201	147960.0935	187412.4541	240699.5197	226153.14	147648.5362	159266.2453	224324.3288	241568.7233
Gene3110	226830.8192	234299.8439	187450.3752	141378.4644	227388.2045	206683.6029	192641.5335	142006.3119
Gene12237	206803.5401	206997.251	189962.3509	163495.2836	219720.9946	205643.2684	194748.5027	159839.677
Gene6930	257112.8302	114646.783	194258.0948	157229.6704	265179.2975	194346.2241	211071.914	151807.8475
Gene4225	209896.0326	201173.2565	173340.492	185239.9465	217420.4372	194596.0797	180931.9076	182296.002
Gene7109	203547.3604	236431.2565	188402.599	154332.7975	209259.0839	204589.6774	182774.3344	162060.4229
Gene8856	199299.923	176724.0919	194147.214	208702.7657	201652.8301	176113.1364	193229.9864	187370.3927
Gene6422	210534.5891	173975.8288	199425.3165	149574.5563	225386.3771	181328.6788	218634.9772	174622.3024
Gene5983	211652.3327	206328.0239	181219.9656	176066.8078	209422.9163	198213.4164	180867.807	168587.2756
Gene9646	190861.4435	194952.6106	202904.3931	194628.8692	180563.4265	168443.7929	207546.2325	191713.0179
Gene10340	219581.8385	223300.8214	158370.4824	101168.1074	278079.2368	218990.1627	194544.8055	129298.4956
Gene6610	235984.368	174750.7762	165177.0576	160275.8648	236297.394	200310.2018	172389.7073	168152.9261
Gene11815	189128.0611	175751.4485	195142.1821	218301.0597	176600.536	138760.6934	181891.414	234453.5906
Gene3380	207635.7628	268622.7874	177800.3584	127067.2874	214349.5993	197093.8349	184175.1261	132750.1823
Gene3852	200116.9227	121626.7394	220261.2319	193916.1325	201898.7772	141632.6306	240018.93	187223.6816
Gene625	79096.0889	295905.5597	281337.7259	114067.7263	90116.27105	283553.4155	235389.2023	125670.369
Gene2578	303916.8592	158735.2312	131541.107	141264.4554	309170.3005	170100.2072	157193.5786	132411.817
Gene10271	214765.6259	186815.0418	168514.1391	176186.0334	214690.7618	183000.6986	183333.974	172915.656
Gene3159	202469.3588	239033.5736	194495.8107	136044.0295	196622.0892	209324.3932	181144.3946	135598.919
Gene59	91838.2371	211354.5965	222183.274	249270.4418	94397.63072	168574.837	208524.4337	248039.3575
Gene1257	145751.6506	178222.8832	187652.8042	239097.1277	161037.9037	141939.8417	177067.1903	254143.133
Gene7483	188044.3804	230805.34	186294.1287	156799.5982	198208.3541	173056.8875	186089.5027	162940.2081
Gene2470	270657.2679	159561.1752	137130.344	135458.2662	265820.2905	220370.8403	157522.7955	126103.4577
Gene6371	209975.4343	185467.5153	164363.2851	146465.3365	229614.3356	200474.9307	172623.2271	162859.2011
Gene2955	201132.9154	217055.0973	177788.0084	137951.9508	199168.6719	212155.5603	171797.5853	146425.9796
Gene1161	133085.7831	129357.8401	191143.7957	251995.2516	150101.1254	149044.8151	185956.5512	266462.0183
Gene11620	196305.529	190749.0078	172113.8394	177317.7193	197065.0587	172983.7092	176572.2554	173505.9521
Gene6731	222080.1657	133759.5364	184625.0141	160104.8341	208601.9225	197666.4336	195820.9517	153616.5191
Gene11694	173582.0758	184514.4689	156050.4049	195115.9832	195505.1617	163809.5725	171584.414	215266.709
Gene11902	181475.4396	196319.8395	187649.0795	167499.2792	173521.1506	177511.7214	193241.5787	175577.6936
Gene9075	171170.6392	218194.1627	188981.4436	143867.9968	184990.6972	202734.0254	191440.8457	149175.6886
Gene483	63797.48613	286715.5971	269099.8175	132583.6182	61003.80135	259359.8066	243547.2499	130572.8775
Gene2957	213894.604	228080.7844	155241.5645	117301.5642	214302.3091	218146.1854	165385.8657	131951.1753
Gene1699	124618.7559	92569.97089	201502.7425	305983.6687	120050.2511	96043.15218	204449.2892	294755.1363
Gene11915	208304.1451	290651.6067	178170.787	131970.1715	152534.6977	157046.0598	182478.1787	137778.3577
Gene4918	239813.9157	109719.0032	182549.6058	148727.1097	235223.5399	189080.0422	190898.6609	142090.8085
Gene5885	124794.7816	151900.3811	218321.2336	159156.5335	122153.9324	277816.8946	210778.5333	172599.7323
Gene5785	205227.0206	107290.6148	192979.6204	167875.4544	201888.7049	187037.5843	195315.4675	178930.1263
Gene11861	184978.8185	206361.6999	178913.2079	154684.9934	175977.5873	176688.3937	182930.6809	175576.9311
Gene699	188724.0326	226698.0608	205815.3939	96346.2316	187550.1285	207990.1152	201469.4736	112990.6224
Gene11623	190102.3327	176892.5399	164046.3571	171171.8587	187305.8777	173245.1666	169000.9884	188314.6923
Gene2790	222237.4199	212816.8989	138694.9084	113561.1013	226314.1187	252510.133	134248.7513	118900.3322
Gene4545	245734.1051	208175.8852	169799.356	119274.8913	168679.3672	163113.2476	200376.387	141764.633
Gene2610	204493.1077	124695.3116	148942.673	202047.3537	207110.2187	148604.0702	166270.6455	213838.9991
Gene7047	178189.269	152676.7301	167651.6665	193233.1233	189124.0227	171142.7341	179195.659	181675.4676
Gene11292	190437.7971	171630.16	169101.2197	165646.2031	192430.3055	179701.3904	173311.4622	166572.2999
Gene11976	187044.9746	245132.0235	163832.0628	125522.6167	227439.6079	123101.9411	199583.9348	137093.5947
Gene7141	180463.0637	283796.8695	168894.4495	154057.3461	171600.7736	121296.5717	168111.6294	154447.2934
Gene3200	216054.1742	193965.8988	150458.2302	143554.6533	219842.118	171745.0917	166378.5002	138051.7065
Gene1467	134567.778	138416.3978	180479.6418	250020.5293	132463.6402	129047.0022	171504.9306	262188.7915
Gene4115	165857.4709	127446.2503	185652.1035	195488.5621	141140.0009	215512.1289	192629.8035	173809.0169
Gene11723	186505.048	223745.2208	163111.9748	139780.011	189344.1481	180847.3286	174598.6321	138387.8246
Gene13350	205245.5375	160648.2624	177660.4427	176796.8044	187305.6355	159714.0018	162471.4741	165127.0185
Gene11083	180941.2662	153186.4716	187409.7999	184064.3774	174081.2946	136537.4637	212182.5816	162951.2602
Gene9413	202174.8867	124636.6408	197945.1316	154656.7371	160042.5261	183694.5673	184857.3826	183053.9811
Gene1973	123038.5776	178485.5027	225092.8658	175619.9829	113522.3638	178374.1473	202559.299	194237.1243
Gene1259	137934.9849	129080.292	173482.1693	245517.1319	152339.509	122767.4609	167142.656	258466.8773
Gene6113	189700.4031	183619.3525	149220.7483	155170.6956	207267.2175	185791.7474	157582.6154	157805.8986
Gene4768	181043.0864	119595.5387	168922.6966	185838.1634	184950.1031	190072.7605	173632.9576	181072.8614
Gene2987	227889.7297	203655.9647	167934.5902	98704.14513	182104.2763	198021.0889	187356.9945	118165.087
Gene6613	197456.6129	180190.0391	159055.5817	152756.8914	197111.7023	177199.8186	161573.7308	157976.2618
Gene10635	141076.9137	175463.3545	184645.8783	199400.5014	146082.0455	146793.0414	186176.1837	196038.4649
Gene11624	210476.2326	172762.6936	150860.9952	149520.9715	219123.504	165976.6104	157374.8437	149338.2682
Gene5405	159796.0103	170277.3249	187649.3129	173101.1469	153810.9316	163685.3055	184845.1887	179663.8553
Gene11536	162342.6102	178538.8452	170639.1832	181473.6422	162751.5791	168581.0194	167105.4276	181340.962
Gene9148	181535.5488	173664.1571	176055.7547	152349.8104	187126.3473	183187.7252	176098.4317	140131.8669
Gene10204	213373.6024	47462.13392	197877.1784	182144.0663	151296.1777	195797.2119	179044.6473	198661.3285
Gene6614	190481.3937	192730.4921	156463.2234	146147.1791	195591.3653	178014.2713	160903.9678	144745.628
Gene11155	172000.228	188101.4769	158010.8322	160962.5325	176571.243	164523.3246	159113.2832	168812.4966
Gene8696	224082.1322	188892.0117	171406.4371	101860.7898	154364.1062	201652.7333	179337.491	125243.9859
Gene2369	137531.951	33729.90698	249121.8371	214999.5751	131475.6345	111309.3946	242868.4129	225222.2405
Gene3652	181190.7281	191279.1764	172664.6309	130304.034	180807.9073	167729.7363	167172.7081	152159.2547
Gene3267	187540.8586	194424.9612	150906.4189	136819.9053	189498.2187	192739.401	150546.3511	139101.9182
Gene8698	185316.896	318137.9485	161361.8272	91206.52866	120527.8183	197386.6637	166730.7632	99409.91662
Gene601	136310.3452	256594.8558	195352.432	113714.336	113444.6181	228254.7218	167610.1206	122020.3521
Gene13402	146569.5943	196984.3863	172735.4883	150242.128	147116.7949	187672.9334	180104.2386	149798.2067
Gene2837	215583.2105	194245.3817	140297.9424	97013.52685	218767.6203	204471.3892	160292.9606	99487.21014
Gene4644	169116.3344	198063.1049	173378.1075	140857.4014	168381.1794	163403.5797	172221.2921	137981.0883
Gene12413	184966.5233	161550.5479	168371.8969	128902.2441	184618.859	192699.606	168291.1842	131389.6836
Gene12409	217747.1029	181345.2021	183028.2457	109328.2472	153295.7109	187227.8248	169801.0728	118684.2594
Gene1065	161324.224	115769.1404	135518.1211	226869.6429	153785.7858	159422.5259	138262.909	228846.5496
Gene1253	157260.2651	104924.3332	150341.667	223376.3177	152180.588	136415.5623	151073.4536	242776.8617
Gene10201	174168.5973	179954.1757	163098.0923	143238.8131	182164.1944	168317.9573	158123.3199	147366.8063
Gene2690	248152.0209	80913.52367	156026.5232	203337.8404	210899.1512	70394.86867	157626.2658	186632.493
Gene13099	137235.574	157178.8675	189069.1885	179748.636	138704.3949	144352.6516	186200.0847	180897.3014
Gene9108	207276.5409	110163.6725	172349.6382	142991.6462	194905.6725	175919.9723	164984.524	141987.3158
Gene2811	202153.3508	168466.8648	171852.8104	97970.78822	182218.3536	198841.4054	178834.7083	109483.9243
Gene4255	161939.6808	186236.4803	173486.774	141266.8301	162527.6784	169371.7841	169699.0288	143589.6523
Gene8547	223192.26	87261.57149	167086.2482	143369.99	207901.2018	164568.2441	171176.1713	136292.4992
Gene6022	76938.60226	131522.2643	224546.1862	160862.4767	70559.58706	273069.0487	199500.6164	162094.81
Gene9680	174799.7431	172731.0968	163356.6354	147621.458	166198.9619	157367.5747	165905.3354	148967.6121
Gene5275	146278.0088	163716.1889	160921.3613	169712.1042	156211.9964	164591.7869	160634.9184	174746.7876
Gene11519	176752.3813	183155.0685	161655.7934	140926.6559	166537.6727	157122.1913	162993.6985	146560.0069
Gene7626	165425.8787	127251.3681	173843.7256	147323.6547	177104.6612	184713.0668	168071.2857	151760.1871
Gene3293	175923.5101	160289.7077	159642.6414	145785.5467	176957.1765	163252.2647	163231.9319	150118.0089
Gene3783	187653.9166	127468.215	154160.1863	143709.5526	208262.3891	167949.643	140612.0272	154478.9997
Gene11529	178302.0235	215157.7155	159307.41	121627.712	179443.4128	131725.1741	169835.2915	128891.1774
Gene9781	170289.7171	84954.66734	161324.293	188234.2572	167186.1012	141857.3936	164681.387	205495.5617
Gene11613	181067.9463	185716.2905	167328.4369	126554.9571	129703.4756	164657.7655	171421.5941	152419.7554
Gene11335	179025.2748	155194.9245	148499.1924	137289.1753	198429.2552	192262.3191	136406.8985	131663.6284
Gene8748	167952.4259	123023.8104	168924.2596	134424.5369	176161.4964	195484.4767	169681.9233	141409.143
Gene1053	139581.7875	129832.7653	162509.593	224712.5652	136362.8738	124524.0064	157494.8864	197876.1175
Gene7614	166567.6743	116116.6143	168222.8706	151106.6963	167777.0258	173550.1413	175485.3809	149284.4609
Gene10584	156368.3124	141811.8229	161845.3169	163394.4209	149739.6944	176762.89	163417.4152	152875.6978
Gene3425	136453.7617	187320.8461	180583.2961	132615.4703	143484.3343	188888.0525	156359.6504	137290.9122
Gene11413	145558.0841	193791.4626	169107.5219	137791.6316	133380.0683	177522.5093	174594.825	129391.8609
Gene3183	187216.4555	184744.7604	156373.8464	109809.6915	187001.5088	162998.4664	154618.5857	115520.8393
Gene13113	181477.743	218950.1941	159094.147	102343.6509	155091.2174	124518.5201	189800.8507	123774.2316
Gene9384	203967.0317	233618.8124	151228.5453	102993.7019	114752.8233	185949.5586	153277.3844	103899.3521
Gene9107	192895.4323	112842.5471	158603.5452	131548.8036	187714.4028	186902.5583	160559.6372	116518.9907
Gene2625	237140.3291	74259.40795	102591.2825	192857.2537	237969.0499	99583.47066	101084.6027	202005.7998
Gene1480	76124.69666	51225.14515	187682.4487	293249.6145	85569.79336	78773.89748	172957.461	300711.8721
Gene549	110026.9912	194867.8339	209449.9362	119559.6896	76186.45712	198301.9025	198173.1191	138069.7745
Gene4769	158490.6835	56433.13198	269701.6687	178938.0537	104703.4789	65167.01165	263607.8285	142372.8613
Gene1899	137011.2696	130424.3457	152383.206	204612.4044	136614.073	126935.5879	151214.4928	200094.3948
Gene10866	158564.8627	167887.1425	166995.6014	158383.1525	125471.182	137326.7806	176753.3419	147878.8177
Gene9688	171100.6084	159633.7645	156488.358	127227.1741	156129.5476	167072.3028	162210.6851	138059.918
Gene10593	157311.386	155209.4983	158359.8627	143436.0997	159210.3107	175007.6596	144516.0483	140861.9023
Gene5637	167303.508	134681.0363	125337.4811	176520.3344	173327.8374	138214.1788	133290.6786	183552.4477
Gene36	56247.51055	174287.6219	253661.2435	132540.9667	63408.73384	194249.0888	188727.6669	161425.0308
Gene245	129178.1465	217137.6749	161236.534	120724.0694	131405.4005	186464.8074	159123.9684	111307.5174
Gene9562	149488.0381	209346.7869	145879.073	128060.2555	140585.5599	151561.4093	150992.7515	135768.2997
Gene12791	159384.7838	143191.5112	177283.418	151472.0956	102229.7925	100832.3258	203405.1884	170133.8364
Gene11119	168091.4593	126538.3419	148780.1006	155697.3498	164841.2214	143669.6693	149766.167	148931.19
Gene5490	110020.1755	151734.0799	167290.3744	130674.5434	120889.5694	207744.1641	176184.0722	140543.2153
Gene12908	164671.5252	143837.5787	152569.7602	135984.5494	165360.7683	160511.1781	144002.515	136319.4598
Gene11930	174274.7946	176999.8556	127744.8324	121396.2554	183597.4672	157206.7101	128946.5956	131178.7125
Gene532	58595.60699	248329.1269	188919.376	94081.61156	69739.37199	228819.7859	192188.2136	119339.7981
Gene6139	154542.7397	198632.2462	133898.3248	129082.6725	161913.9145	159593.542	137077.9757	124013.1405
Gene11677	143543.949	145403.0614	148049.2553	161088.8975	143480.3733	138192.0082	149347.8598	169622.5757
Gene6242	154737.437	166901.4768	159860.8514	115828.4661	155521.7185	158801.2149	165743.924	119809.6261
Gene11676	142383.0914	158760.7866	149500.9149	140375.0971	136550.3343	170248.246	141809.832	150560.6055
Gene11739	166033.2428	180515.0105	126172.0086	128425.404	173187.034	156931.3213	131957.5822	124810.2838
Gene4229	178435.3519	161095.0021	141931.0063	120938.9917	130442.359	152415.063	155538.4914	143385.9202
Gene443	100609.9869	190690.7318	192715.347	121734.8322	88176.08698	202909.7864	166952.532	120243.0991
Gene2224	106145.7246	120159.912	196913.0124	160103.3211	108405.4317	152328.121	174857.129	164749.1866
Gene3884	149848.1182	181748.2437	183309.0594	138900.557	182567.6276	103361.6995	117753.6536	126168.6265
Gene3158	175221.1097	179797.8915	141632.7246	99248.71741	176240.5447	171789.3859	143660.2538	94463.90541
Gene5566	132296.073	132019.0587	156482.1012	171768.274	132502.1893	122440.5712	152728.9057	181781.1487
Gene2896	166970.4863	175748.4699	153189.1644	98257.04571	171120.016	165905.3616	147117.5103	103256.0694
Gene8057	120232.1125	166974.8142	160115.8857	137101.424	136773.1109	156737.0946	153461.0914	140764.0992
Gene3006	254715.1445	164585.8569	96350.85247	39433.14809	245374.3557	212656.3938	124782.2038	33541.78531
Gene8291	183692.8554	201942.8041	121357.8475	70360.98145	222003.4546	140649.7598	161241.8339	68864.51725
Gene4627	149631.6884	144846.1422	145272.1738	148916.8064	149005.6511	143545.8706	138647.8358	148500.8281
Gene11840	148289.7047	215657.1534	139615.0129	103999.572	159318.8769	151468.363	138711.1036	109648.8009
Gene10047	126955.5856	186305.4877	173374.9797	87103.49734	110920.3418	182524.5615	162091.7609	134855.369
Gene13298	143630.2182	66044.20996	120244.8771	174152.0718	129933.0591	228959.4092	112559.6072	184781.8425
Gene12517	153197.1352	149142.6675	139214.9181	142408.8071	152799.4316	151356.7726	138315.3808	132952.5823
Gene11618	149684.7553	173052.0063	139972.101	123590.2977	149132.4544	153102.7854	139105.7288	130619.8087
Gene6579	155022.3749	144621.2407	135549.6466	141544.4532	154626.7701	148706.8336	139673.8481	136638.9265
Gene12142	136425.8684	176061.4415	126066.1929	137038.1113	130452.3225	195792.2701	130423.4639	123585.6941
Gene10199	164111.403	74523.4211	122463.2405	181649.7721	155106.9107	129436.9046	127836.6575	199274.7296
