	Gene	X0h.a	X0h.b	X2h.a	X2h.b	X8h.a	X8h.b	X16h.a	X16h.b
6504	Gene6504	27739.57738	28509.79503	31676.78604	26887.62846	30076.70548	28798.43828	28683.31051	28737.58081
6039	Gene6039	25589.54227	28557.76884	21949.85208	25492.47315	29278.61939	26208.46984	34524.58961	39467.60096
8395	Gene8395	28243.1396	29629.91451	28555.22442	27976.62873	27640.16119	28887.36798	29134.79353	30895.54282
6858	Gene6858	32016.49986	28583.87439	32787.41643	27316.65297	30422.20161	31842.35009	22674.12236	25289.70664
5491	Gene5491	25813.56968	24332.82517	25378.39033	25765.24203	32870.78346	32967.09129	31544.51154	32089.29855
9888	Gene9888	29719.69382	28624.47423	25741.31212	22969.46287	26072.06315	26559.97993	34338.68807	36649.86089
701	Gene701	18957.95472	17415.51344	42666.68751	57379.67088	28909.93046	22363.41336	20328.97773	22600.57751
8767	Gene8767	26987.57895	26563.5125	26353.1946	33688.10297	27940.921	28166.75181	30524.07946	30396.9004
3211	Gene3211	28060.08981	26837.80058	19898.00748	20978.09137	38306.56901	36138.51182	28928.72547	31402.50287
3346	Gene3346	42067.07577	19003.51522	31896.78867	39640.55964	36399.18002	23265.34169	14518.57784	23668.90949
13174	Gene13174	35311.76638	37598.85048	25384.14657	19994.34982	23240.05677	38295.49229	26029.33731	24595.37566
12067	Gene12067	30884.15679	24102.24449	34820.38334	25111.18606	35734.7332	32208.88622	25976.08716	21578.73124
8054	Gene8054	31717.04442	27693.97059	27317.39495	29014.51142	29535.57991	29631.69947	29050.43836	26434.57919
6875	Gene6875	24288.10025	26695.61355	28137.9118	25321.97155	31429.51703	25580.81409	34924.89892	33914.8944
9037	Gene9037	29477.15745	31706.98548	27202.41051	27652.21486	25363.20114	29529.94366	29348.42797	29984.05239
3344	Gene3344	31293.69696	29748.48987	32662.43461	28524.01007	28318.27165	28384.81258	24637.34145	26606.91596
11491	Gene11491	30088.16926	31692.81197	24456.59794	26247.69628	31876.63523	30316.15626	26725.36333	28610.29959
5206	Gene5206	26004.93826	23725.10865	31137.56271	25117.95338	31932.50436	29487.91129	30983.45273	31592.44172
8888	Gene8888	29056.98881	29406.27083	30571.56846	29273.59067	28849.39617	24627.25215	29259.90537	28833.84158
12190	Gene12190	31525.40216	30067.22358	28233.3797	30682.76352	25669.82009	27861.86165	29054.5842	26649.82515
1395	Gene1395	25229.59836	25611.72275	22962.80757	23572.12568	31054.23177	29145.05194	38065.82383	34045.03967
5482	Gene5482	34180.6078	28591.61801	27741.4264	28753.22967	28561.32427	31155.10566	27957.13113	22688.71333
7671	Gene7671	17919.04104	15956.7668	21956.89414	33453.93449	42175.31294	39190.22042	30877.93807	28064.50533
5372	Gene5372	35586.788	30910.199	14514.83369	34182.033	27947.40747	26687.97806	29032.91007	30646.3887
8101	Gene8101	27065.44055	26019.35682	15397.77118	31411.25662	31393.05155	28413.28669	35316.43834	34456.55422
13114	Gene13114	32107.15125	31329.73336	23499.08102	28082.35577	27055.14528	26734.16057	29466.9112	31186.60074
11521	Gene11521	31560.42747	31208.70823	32871.33518	27570.06198	26678.90296	28019.90034	24831.55018	26685.98955
6435	Gene6435	25923.67918	27243.20732	29784.18376	28710.52534	29721.84369	30029.1861	27927.69307	30028.53763
3130	Gene3130	35572.02015	40683.33006	30289.75358	32817.24079	21148.98354	24171.53822	22065.14323	22531.34223
2889	Gene2889	38616.65682	44477.98057	32461.43368	32985.74687	21892.16011	23700.23479	16462.63132	18676.20772
1985	Gene1985	19256.82043	16766.07608	23035.96541	22246.71093	41346.23726	36203.39487	34707.12541	35668.7375
5205	Gene5205	29664.47448	27001.70805	33788.46872	26570.83378	29158.53065	30133.53894	24912.14813	27664.53751
10355	Gene10355	24965.54375	26491.3298	29545.3152	31529.00609	29691.14696	30216.0192	28685.40237	27763.32758
3418	Gene3418	31982.38592	37741.96946	23154.50859	30378.15869	28189.74008	28532.72634	23173.88564	25508.16758
1444	Gene1444	16766.47145	18125.34218	22486.70211	22887.48015	32852.85442	31535.38978	42326.93738	41610.66352
738	Gene738	21860.21542	21605.01222	36797.62903	42070.60445	33680.43888	31008.57003	21553.24406	19979.68663
2113	Gene2113	21923.40749	20420.19543	24897.35711	18422.38289	40005.26878	40498.27591	33713.6451	28559.47774
12867	Gene12867	28794.23237	26672.29573	17363.11749	26219.59713	32303.45845	29717.53543	34704.96946	32623.68715
13325	Gene13325	29283.9547	31817.29312	28909.08625	30387.37611	26566.20008	25574.26682	28192.01622	27633.71996
827	Gene827	19439.95983	21435.9482	66864.47374	44563.76248	23781.54688	20962.4031	15175.37333	16105.91685
5371	Gene5371	31196.51448	30993.33925	20829.65537	32003.24139	26484.43885	28411.02832	28398.89138	29998.67097
10841	Gene10841	32867.82537	29231.06527	23426.48726	32028.76695	26917.00006	31012.69166	28080.27326	24664.90806
11409	Gene11409	29233.94378	30220.68293	25429.27266	31496.8789	29663.14532	30168.60542	25697.00406	26235.62962
9361	Gene9361	28945.99096	29565.15352	28612.20508	29012.56017	30110.81242	29452.73258	25100.08159	27309.27574
393	Gene393	16537.874	18075.56718	43742.74383	33570.12353	34921.51583	30564.59846	25512.28833	25099.93039
11276	Gene11276	24310.7627	26066.43568	26870.53726	31984.51463	30886.66879	27742.69892	30960.95997	29131.39575
12446	Gene12446	24751.41063	26445.41304	32415.72576	27478.8932	31409.82125	28398.51422	30748.39955	26296.56111
9195	Gene9195	32025.56192	31594.35112	31187.35255	29039.82394	28737.58155	30038.32494	21884.7865	23406.80144
11850	Gene11850	27501.92926	26670.04861	30943.29248	28750.9723	29575.01417	29903.16462	25182.86714	29262.20252
405	Gene405	15550.09879	15896.61921	45473.26278	46655.3586	36920.05916	33846.58667	15689.73492	17711.29771
13579	Gene13579	28231.33135	25932.78652	27287.83831	31367.76968	26698.88398	30613.90613	29082.57658	28262.21787
9039	Gene9039	30356.1135	29622.55391	27613.4244	29329.63877	28119.72379	28024.27831	27287.46732	27121.73561
10554	Gene10554	25894.09007	27037.46852	30231.69828	35426.12344	28638.58535	26412.01701	27665.77947	26056.39387
624	Gene624	29963.85833	27755.45545	32731.42914	34329.2359	31759.8116	30805.01127	18331.75121	21635.01538
13131	Gene13131	32418.53507	33906.74172	12741.07808	27104.72992	23867.32132	25952.79037	34378.31057	36902.60022
8664	Gene8664	24733.11709	23365.06798	26654.83929	26156.69633	33512.75851	29497.68336	29935.48731	33198.0607
5193	Gene5193	31236.53329	30128.30562	23629.3394	28658.49801	28615.50761	28194.28588	29871.57964	26542.67535
2665	Gene2665	32528.5934	36624.30554	18165.93135	21029.20446	27369.62453	25195.60179	32019.89425	33820.29408
13311	Gene13311	30583.38758	29998.42548	31393.58238	30045.40098	26822.64123	26677.4981	25997.51535	25201.95306
3595	Gene3595	32740.24615	30337.86423	16204.31811	27683.45688	30565.2544	29544.47052	29959.27876	29615.24708
441	Gene441	21283.73102	17385.73992	50255.10807	42942.81545	29744.35861	26456.82294	19653.63982	18912.58806
5792	Gene5792	27556.18027	25939.34221	26333.53202	30143.65403	26631.4838	29933.21926	29101.65336	30927.51424
4872	Gene4872	24805.39913	27149.97517	25038.44671	28620.20152	28000.23162	25425.71438	35741.29879	31573.85127
9444	Gene9444	29229.55271	29270.21778	23134.73768	27489.38432	25803.97919	27110.5818	32855.08162	31452.09337
5257	Gene5257	31253.0872	31343.31918	25647.16833	27310.05921	27816.11598	27067.32903	27420.98223	28467.96067
1681	Gene1681	19975.92581	19807.80389	21899.97681	26151.9364	28570.24167	25830.69574	42727.4206	41278.22529
5171	Gene5171	26732.61887	27043.7589	31657.66771	28432.82823	28266.65251	27244.97118	28416.60194	28427.80527
7848	Gene7848	30804.29333	30703.67363	29523.24262	28414.238	27589.64604	27807.02239	26284.0207	25066.19646
218	Gene218	13422.72061	14545.49708	29852.98356	26572.96237	32787.03331	30546.28624	40066.56365	38363.40849
3051	Gene3051	30392.09261	31534.10746	30162.10898	32540.94491	28813.09673	31450.50734	20371.51843	20885.13067
217	Gene217	21635.04883	19149.72449	29262.0694	26520.71637	31745.97567	32973.41974	31513.06076	33348.94769
9727	Gene9727	27931.41751	28940.69906	22492.41207	30347.35168	27482.61478	27176.69092	31367.57628	30337.9586
4641	Gene4641	29645.82368	28638.86637	25995.00338	29840.87197	28159.76489	28491.85471	27563.00197	27708.46287
10055	Gene10055	30096.1438	30002.91405	29386.86098	29154.28168	26669.75626	26666.23631	29135.95113	24897.75579
2078	Gene2078	9917.984252	8513.37083	13012.05703	14125.96295	48698.3549	42176.55115	42674.56972	46756.15564
12054	Gene12054	34199.42595	22167.16499	30966.26817	30465.36851	30135.54008	29031.92892	25355.90935	23490.81311
5264	Gene5264	29665.78759	29968.09822	25448.63957	25115.02296	30676.77419	27135.1759	29831.59444	27968.52324
12519	Gene12519	21561.63145	24242.34833	25789.23708	28827.20085	30746.62364	31194.66117	30278.93482	33062.31695
3674	Gene3674	34539.67336	33587.3127	30387.18771	27419.34611	25094.05746	28784.83367	22618.24483	23253.1234
10359	Gene10359	25811.68515	24557.38401	26844.88501	24209.45857	30510.07404	31607.09955	28729.7061	33329.34684
7616	Gene7616	21549.21555	26268.96503	13899.80206	24384.13065	27170.88553	26034.54106	36371.84329	49902.74454
9138	Gene9138	27892.41999	31836.25932	26574.18945	28706.90917	27729.96949	28346.43179	26927.11638	27559.55828
4156	Gene4156	28864.26059	28803.83442	15480.84057	41137.9449	29849.98567	30435.56204	23970.69385	27001.69324
5461	Gene5461	30086.0708	15793.7029	29736.16956	15872.90418	44170.22682	43636.88314	22170.56551	24009.68306
2095	Gene2095	20563.60811	15242.07384	32255.60824	29420.06991	39336.99821	40383.80875	25276.37999	22949.81197
2365	Gene2365	9576.764555	5768.767425	36161.74842	26421.11905	48676.26508	55036.1087	18641.092	25033.0708
918	Gene918	28263.47571	29244.78766	16307.15387	23699.77479	28863.377	29094.0923	34286.29538	35427.06728
12235	Gene12235	30912.55404	24919.90747	28314.65408	29104.55062	26055.70236	24719.31541	30980.77659	30059.72317
1937	Gene1937	18858.54671	18636.29042	22558.82091	25953.61047	32746.98464	30695.81955	37587.45148	38015.67392
6030	Gene6030	28352.36211	26848.65351	28571.0646	23011.668	29593.26802	29642.83161	29731.64583	29264.70345
8465	Gene8465	36202.54417	33305.3193	14248.81455	39682.46278	27756.91813	26681.04979	24005.79436	23115.50599
9471	Gene9471	21096.76525	23950.14649	27271.85607	25304.71023	32874.32647	31367.96688	31062.73554	32042.96793
13559	Gene13559	31339.4175	28469.33124	26616.43122	26077.31733	28096.36525	28989.56068	26566.68608	28728.3621
1248	Gene1248	24027.80437	22403.8967	24326.50869	23325.95764	31171.50883	26528.6642	39111.2517	33950.67328
4788	Gene4788	31147.83548	30573.83039	26690.18836	28516.52834	24740.93195	26964.00214	28821.9013	27388.48897
3079	Gene3079	44265.60356	35451.71619	24865.85554	30976.8161	31051.22137	30722.30401	10063.40631	17350.93103
13104	Gene13104	27424.1326	28510.27293	30582.88528	31607.65615	29109.71841	27844.23079	24940.95905	24695.49101
10188	Gene10188	26362.8127	27897.9238	10561.20951	29241.74921	25237.01464	28282.91344	39989.51007	37131.16387
1235	Gene1235	19900.53856	18081.76355	16026.29338	17335.3454	33059.8765	29908.20706	40925.38179	49350.02755
9716	Gene9716	29640.72815	29899.16226	27063.13981	28181.79997	27649.77805	27394.87068	28317.58622	26381.93257
8297	Gene8297	30226.23029	29113.7599	23065.13613	28392.00182	25642.50429	25333.58236	33807.68571	28809.45022
3415	Gene3415	28163.17991	26441.49377	28509.32278	28436.97788	27975.11049	30709.19986	27209.51259	26911.52282
2678	Gene2678	38825.99113	37205.74153	23387.43292	21202.77427	21702.85004	23861.59082	28848.74795	29205.91887
11042	Gene11042	28562.09718	21510.80721	27739.56257	24420.61937	33950.40116	36563.13888	25616.02315	25831.7964
5468	Gene5468	33187.90773	26916.00481	33338.48749	40144.52757	24113.54371	22612.98597	22481.7583	21385.41602
6546	Gene6546	25595.43419	26742.85246	27075.96947	28958.71161	29835.97164	31048.21432	27958.81588	26819.00838
5071	Gene5071	29642.0323	29079.61777	25528.79944	31360.26128	34875.11384	28732.34609	21308.8141	23433.71643
13705	Gene13705	31747.69897	32835.52287	21986.14072	33054.76313	28977.95391	27260.3983	24144.96801	23823.72836
8315	Gene8315	29881.97016	31177.83115	24319.34897	28938.62665	26026.37333	27726.65013	28174.05814	27560.65798
6898	Gene6898	25329.38007	25198.07123	21702.03329	24152.4722	31697.22507	30394.68652	31937.13779	33341.33419
1352	Gene1352	10365.50814	11199.13206	13023.05837	12362.63539	31306.68974	30523.51272	57304.45116	57586.70208
12673	Gene12673	31735.51097	32886.11403	27523.56778	28377.28386	25214.69111	27668.04553	25367.61056	24875.75616
11522	Gene11522	30547.65637	28970.37929	32515.17649	27063.8136	27037.32994	27280.16185	24384.32545	25805.46944
8294	Gene8294	29748.36101	31696.32196	23941.87427	31443.21826	28296.31755	26675.38805	24448.57199	27307.14374
3825	Gene3825	26204.37794	24692.78782	28539.40462	29134.2954	34826.10878	29637.82903	26174.92406	24099.62531
2693	Gene2693	33727.16408	31940.48136	18864.67994	24466.46806	22723.64634	24992.80422	31497.14913	35087.81648
8178	Gene8178	28159.29548	19136.53589	26860.88742	47802.87228	25813.90349	26251.15435	23060.51265	26189.66869
677	Gene677	16593.63746	15641.94835	35202.53781	36832.08486	43734.38373	34712.80367	18026.02147	22441.40456
3445	Gene3445	24557.36853	23594.30357	26361.33291	28208.52239	38474.02381	38590.22219	21646.58674	21629.6926
8171	Gene8171	31491.94335	28683.48855	37192.35028	27116.65811	25399.25622	23408.41393	23513.49744	26246.98243
6487	Gene6487	28469.01135	26555.40516	27350.14004	30808.49542	25394.1068	23966.20126	31739.9517	28746.64551
3428	Gene3428	25770.21624	24922.78621	35658.56926	32187.93318	29589.21523	29465.51913	23044.63267	22383.56853
7059	Gene7059	38155.95991	25015.60637	46391.57987	34121.59715	19890.3782	22352.66876	17286.11502	19797.14695
11626	Gene11626	36738.53611	26971.90852	39190.25913	28192.23568	26329.34635	29240.43079	17273.0132	19059.62536
12172	Gene12172	21447.18788	19794.19135	14713.16285	30682.41789	28002.29567	28729.45286	40034.81768	39573.81965
11140	Gene11140	36832.71432	28309.80424	13083.53731	19431.2764	28273.14747	33512.51662	32388.0938	31064.82728
2420	Gene2420	37780.87886	37686.97107	27792.53407	21897.2529	23034.30304	26976.56707	25110.60757	22584.81748
9572	Gene9572	31341.56327	28724.87323	29926.43429	26886.41565	29104.80739	27773.66685	27123.38147	21972.13996
3701	Gene3701	30146.14647	28081.14496	37207.7027	30331.78843	29751.7981	25394.24005	20785.25567	21128.8303
2908	Gene2908	30302.15605	37234.1874	34815.33658	29127.0328	28813.6473	29189.85656	17091.30513	16231.58814
9377	Gene9377	28088.25795	27124.25958	29416.64511	29416.60356	26819.62645	26285.83668	28730.42507	26898.83385
4798	Gene4798	28737.16762	26823.77422	38463.09684	31734.43337	32165.49862	23580.23633	20501.78316	20686.70739
7737	Gene7737	32377.90012	36397.51358	26684.66686	29035.2261	25431.3474	25286.86968	23450.31209	23937.38726
8601	Gene8601	8154.526119	8310.513343	39283.80219	71817.23748	40392.03163	31402.13719	9505.333368	13704.36189
6681	Gene6681	30072.16849	32116.58821	26009.18827	30422.27392	29115.45906	25375.46491	24942.81335	24404.90741
1634	Gene1634	17845.86688	20465.35283	19917.7128	18721.93541	29694.66391	27162.8958	42843.44964	45786.56478
1365	Gene1365	25248.309	25154.84151	21695.93965	25341.21496	21733.13625	22789.59204	39107.71696	41353.22383
2310	Gene2310	10514.98762	13001.10918	21946.53979	20487.51907	43200.89152	36097.65355	36596.34318	40514.01232
8310	Gene8310	28000.65836	26061.27079	25192.8319	27904.67878	28362.16103	24725.97158	31285.46973	30700.97497
6036	Gene6036	25467.44286	26939.00887	24906.19123	24631.70536	32722.26534	29025.40722	30034.17708	28466.06159
2720	Gene2720	36761.21582	34547.7002	41417.31786	33120.05625	22713.48035	21415.48062	15554.57337	16602.30127
11926	Gene11926	32040.1215	40830.68418	23369.14396	34803.51173	19513.18467	23887.67425	22014.02941	25634.34973
12398	Gene12398	30024.86402	31572.99866	28422.8423	29700.14783	25396.48151	24703.06708	26965.11594	25292.24753
11923	Gene11923	32274.98633	31930.56536	33332.35052	26292.21227	24103.71705	27889.62431	23310.2823	22827.967
3888	Gene3888	24952.14408	29606.19406	26780.88564	28181.58005	30034.73541	26994.48616	26382.40281	29007.79576
9601	Gene9601	28838.49614	30322.71359	28404.13341	27571.17452	27272.54843	24124.04859	28493.66895	26866.09547
6063	Gene6063	30085.82812	24624.12173	27455.43877	24962.02129	26051.20669	28885.93998	28590.50466	31166.38439
6208	Gene6208	27829.04942	26791.56228	32593.69045	27778.70125	28284.80883	27355.71734	24969.5044	26192.72991
12370	Gene12370	32747.45524	32423.13986	21035.96763	28683.05765	25556.04652	28163.55087	26823.18214	26296.57935
8050	Gene8050	29678.37174	32913.16376	27578.43646	29583.84889	26633.66975	27029.96097	24316.48006	23957.92558
13101	Gene13101	22333.98401	21920.93752	30532.1981	27720.07571	26388.46179	27811.49336	33518.77562	31457.25922
12736	Gene12736	36446.39969	28875.49892	7204.443434	42535.57071	35530.65976	36169.11516	18283.86589	16513.6223
9775	Gene9775	28014.03877	28202.25235	24783.35553	33235.31529	27278.25739	28991.35588	24717.42281	26239.5569
11532	Gene11532	27676.06344	27837.52969	30230.18848	26837.13321	28775.19748	28463.79178	25762.28932	25790.53799
396	Gene396	18305.20452	18281.37086	40780.36861	40228.61405	32285.99875	26395.24206	21267.11624	23811.20031
4172	Gene4172	32224.909	35694.19584	24955.57177	28659.35226	24383.80015	26120.93328	25727.36797	23573.97646
10276	Gene10276	25557.81275	22942.6352	23895.62387	25111.26474	31304.85891	25890.30423	32184.80487	34452.53625
749	Gene749	23543.78447	26922.17014	42007.73841	51171.21743	25756.73086	22816.62062	14341.14604	14764.98427
4766	Gene4766	32489.69472	31194.52754	20296.45733	23936.32979	26936.4448	27717.07538	29455.89438	29198.68316
2843	Gene2843	31877.95353	35248.11612	33308.73169	30315.2231	25496.68515	25992.2108	19353.55234	19629.13236
6689	Gene6689	39351.71674	32841.60005	16844.36623	31600.35335	26819.42783	26479.54826	23434.16722	23727.38589
12394	Gene12394	25563.21482	24128.79423	25014.46789	27988.7722	35107.19782	31471.33457	25835.1474	25950.3768
3442	Gene3442	21294.24815	23154.97826	29934.31644	31175.14211	30924.97264	29858.13676	28477.97648	26198.31616
